player,team,position,season,week,ppr_points
A.Rodgers,NYJ,QB,2023,1,0.0
M.Lewis,CHI,TE,2023,4,1.8
M.Lewis,CHI,TE,2023,7,2.6
M.Lewis,CHI,TE,2023,11,0.0
M.Lewis,CHI,TE,2023,14,1.4
M.Lewis,CHI,TE,2023,16,7.1
J.Flacco,CLE,QB,2023,13,16.16
J.Flacco,CLE,QB,2023,14,20.339999999999996
J.Flacco,CLE,QB,2023,15,16.86
J.Flacco,CLE,QB,2023,16,24.82
J.Flacco,CLE,QB,2023,17,22.66
J.Flacco,CLE,QB,2023,19,13.580000000000002
M.Stafford,LA,QB,2023,1,14.459999999999999
M.Stafford,LA,QB,2023,2,13.98
M.Stafford,LA,QB,2023,3,11.459999999999999
M.Stafford,LA,QB,2023,4,16.159999999999997
M.Stafford,LA,QB,2023,5,16.880000000000003
M.Stafford,LA,QB,2023,6,13.24
M.Stafford,LA,QB,2023,7,14.040000000000001
M.Stafford,LA,QB,2023,8,11.38
M.Stafford,LA,QB,2023,11,9.700000000000001
M.Stafford,LA,QB,2023,12,23.36
M.Stafford,LA,QB,2023,13,22.96
M.Stafford,LA,QB,2023,14,23.659999999999997
M.Stafford,LA,QB,2023,15,18.52
M.Stafford,LA,QB,2023,16,20.720000000000002
M.Stafford,LA,QB,2023,17,12.58
M.Stafford,LA,QB,2023,19,22.68
B.Hoyer,LV,QB,2023,6,3.7800000000000002
B.Hoyer,LV,QB,2023,7,1.1600000000000001
T.Morstead,NYJ,P,2023,11,0.72
J.Graham,NO,TE,2023,3,7.8
J.Graham,NO,TE,2023,5,0.0
J.Graham,NO,TE,2023,13,7.6
J.Graham,NO,TE,2023,14,9.6
J.Graham,NO,TE,2023,15,8.9
J.Jones,PHI,WR,2023,7,1.3
J.Jones,PHI,WR,2023,8,7.8
J.Jones,PHI,WR,2023,11,2.5
J.Jones,PHI,WR,2023,12,1.0
J.Jones,PHI,WR,2023,15,1.6
J.Jones,PHI,WR,2023,16,1.5
J.Jones,PHI,WR,2023,17,17.4
J.Jones,PHI,WR,2023,18,3.3
J.Jones,PHI,WR,2023,19,5.2
B.Gabbert,KC,QB,2023,3,-2.86
B.Gabbert,KC,QB,2023,18,8.760000000000002
A.Dalton,CAR,QB,2023,3,23.54
A.Dalton,CAR,QB,2023,5,0.1
R.Cobb,NYJ,WR,2023,1,0.0
R.Cobb,NYJ,WR,2023,2,0.0
R.Cobb,NYJ,WR,2023,3,2.2
R.Cobb,NYJ,WR,2023,4,2.8
R.Cobb,NYJ,WR,2023,5,0.0
R.Cobb,NYJ,WR,2023,6,2.0
R.Cobb,NYJ,WR,2023,14,8.5
R.Cobb,NYJ,WR,2023,15,0.0
R.Cobb,NYJ,WR,2023,18,1.4
T.Taylor,NYG,QB,2023,1,0.24
T.Taylor,NYG,QB,2023,3,0.2
T.Taylor,NYG,QB,2023,5,4.84
T.Taylor,NYG,QB,2023,6,10.4
T.Taylor,NYG,QB,2023,7,21.66
T.Taylor,NYG,QB,2023,8,3.62
T.Taylor,NYG,QB,2023,15,0.52
T.Taylor,NYG,QB,2023,16,9.42
T.Taylor,NYG,QB,2023,17,18.759999999999998
T.Taylor,NYG,QB,2023,18,17.68
J.Hekker,CAR,P,2023,6,0.28
J.Hekker,CAR,P,2023,14,-3.1
C.Keenum,HOU,QB,2023,15,11.26
C.Keenum,HOU,QB,2023,16,-1.52
B.Bolden,LV,RB,2023,15,8.5
B.Bolden,LV,RB,2023,16,2.0
B.Bolden,LV,RB,2023,17,0.6000000000000001
R.Wilson,DEN,QB,2023,1,15.18
R.Wilson,DEN,QB,2023,2,25.92
R.Wilson,DEN,QB,2023,3,14.240000000000002
R.Wilson,DEN,QB,2023,4,22.220000000000002
R.Wilson,DEN,QB,2023,5,18.740000000000002
R.Wilson,DEN,QB,2023,6,6.9
R.Wilson,DEN,QB,2023,7,13.86
R.Wilson,DEN,QB,2023,8,17.560000000000002
R.Wilson,DEN,QB,2023,10,18.72
R.Wilson,DEN,QB,2023,11,14.459999999999999
R.Wilson,DEN,QB,2023,12,16.759999999999998
R.Wilson,DEN,QB,2023,13,15.840000000000002
R.Wilson,DEN,QB,2023,14,15.46
R.Wilson,DEN,QB,2023,15,17.52
R.Wilson,DEN,QB,2023,16,23.52
M.Jones,DET,WR,2023,1,0.8
M.Jones,DET,WR,2023,4,0.0
M.Jones,DET,WR,2023,5,4.2
M.Jones,DET,WR,2023,6,1.5
K.Cousins,MIN,QB,2023,1,16.459999999999997
K.Cousins,MIN,QB,2023,2,28.560000000000002
K.Cousins,MIN,QB,2023,3,25.68
K.Cousins,MIN,QB,2023,4,9.56
K.Cousins,MIN,QB,2023,5,19.86
K.Cousins,MIN,QB,2023,6,8.74
K.Cousins,MIN,QB,2023,7,21.02
K.Cousins,MIN,QB,2023,8,19.86
B.Anger,DAL,P,2023,4,2.0
R.Tannehill,TEN,QB,2023,1,2.42
R.Tannehill,TEN,QB,2023,2,21.04
R.Tannehill,TEN,QB,2023,3,4.16
R.Tannehill,TEN,QB,2023,4,12.7
R.Tannehill,TEN,QB,2023,5,9.760000000000002
R.Tannehill,TEN,QB,2023,6,1.04
R.Tannehill,TEN,QB,2023,16,9.780000000000001
R.Tannehill,TEN,QB,2023,17,6.72
R.Tannehill,TEN,QB,2023,18,12.419999999999998
C.Davis,NE,FS,2023,16,6.0
K.Juszczyk,SF,FB,2023,3,0.30000000000000004
K.Juszczyk,SF,FB,2023,4,1.7000000000000002
K.Juszczyk,SF,FB,2023,5,12.6
K.Juszczyk,SF,FB,2023,6,1.9
K.Juszczyk,SF,FB,2023,8,0.0
K.Juszczyk,SF,FB,2023,10,10.6
K.Juszczyk,SF,FB,2023,12,0.0
K.Juszczyk,SF,FB,2023,15,4.6
K.Juszczyk,SF,FB,2023,16,1.5
K.Juszczyk,SF,FB,2023,17,5.300000000000001
K.Juszczyk,SF,FB,2023,21,5.6
K.Juszczyk,SF,FB,2023,22,5.300000000000001
A.Thielen,CAR,WR,2023,1,3.2
A.Thielen,CAR,WR,2023,2,20.4
A.Thielen,CAR,WR,2023,3,31.5
A.Thielen,CAR,WR,2023,4,15.200000000000001
A.Thielen,CAR,WR,2023,5,27.700000000000003
A.Thielen,CAR,WR,2023,6,28.5
A.Thielen,CAR,WR,2023,8,15.2
A.Thielen,CAR,WR,2023,9,7.9
A.Thielen,CAR,WR,2023,10,10.2
A.Thielen,CAR,WR,2023,11,15.4
A.Thielen,CAR,WR,2023,12,1.2
A.Thielen,CAR,WR,2023,13,5.5
A.Thielen,CAR,WR,2023,14,12.4
A.Thielen,CAR,WR,2023,15,8.3
A.Thielen,CAR,WR,2023,16,15.4
A.Thielen,CAR,WR,2023,17,9.8
A.Thielen,CAR,WR,2023,18,3.2
Z.Ertz,ARI,TE,2023,1,8.1
Z.Ertz,ARI,TE,2023,2,11.600000000000001
Z.Ertz,ARI,TE,2023,3,2.6
Z.Ertz,ARI,TE,2023,4,11.3
Z.Ertz,ARI,TE,2023,5,9.0
Z.Ertz,ARI,TE,2023,6,4.2
Z.Ertz,ARI,TE,2023,7,4.9
M.Goodwin,CLE,WR,2023,1,0.0
M.Goodwin,CLE,WR,2023,2,0.0
M.Goodwin,CLE,WR,2023,3,0.1
M.Goodwin,CLE,WR,2023,4,1.0
M.Goodwin,CLE,WR,2023,6,3.4000000000000004
M.Goodwin,CLE,WR,2023,7,3.3000000000000003
M.Goodwin,CLE,WR,2023,8,-0.5
M.Goodwin,CLE,WR,2023,9,0.0
M.Goodwin,CLE,WR,2023,15,6.7
M.Goodwin,CLE,WR,2023,16,0.0
M.Goodwin,CLE,WR,2023,19,0.0
T.Way,WAS,P,2023,15,0.0
K.Allen,LAC,WR,2023,1,14.200000000000001
K.Allen,LAC,WR,2023,2,31.1
K.Allen,LAC,WR,2023,3,45.46
K.Allen,LAC,WR,2023,4,12.2
K.Allen,LAC,WR,2023,6,21.5
K.Allen,LAC,WR,2023,7,9.5
K.Allen,LAC,WR,2023,8,14.9
K.Allen,LAC,WR,2023,9,15.7
K.Allen,LAC,WR,2023,10,40.5
K.Allen,LAC,WR,2023,11,27.6
K.Allen,LAC,WR,2023,12,22.6
K.Allen,LAC,WR,2023,13,10.8
K.Allen,LAC,WR,2023,14,12.8
R.Woods,HOU,WR,2023,1,11.7
R.Woods,HOU,WR,2023,2,13.4
R.Woods,HOU,WR,2023,3,6.4
R.Woods,HOU,WR,2023,4,5.6
R.Woods,HOU,WR,2023,5,6.0
R.Woods,HOU,WR,2023,6,7.6
R.Woods,HOU,WR,2023,10,2.5
R.Woods,HOU,WR,2023,11,9.4
R.Woods,HOU,WR,2023,12,6.0
R.Woods,HOU,WR,2023,14,0.8
R.Woods,HOU,WR,2023,15,6.0
R.Woods,HOU,WR,2023,16,4.1
R.Woods,HOU,WR,2023,17,9.8
R.Woods,HOU,WR,2023,19,2.1
R.Woods,HOU,WR,2023,20,1.6
T.Kelce,KC,TE,2023,2,12.6
T.Kelce,KC,TE,2023,3,19.9
T.Kelce,KC,TE,2023,4,12.0
T.Kelce,KC,TE,2023,5,22.7
T.Kelce,KC,TE,2023,6,21.4
T.Kelce,KC,TE,2023,7,35.900000000000006
T.Kelce,KC,TE,2023,8,11.8
T.Kelce,KC,TE,2023,9,4.4
T.Kelce,KC,TE,2023,11,15.4
T.Kelce,KC,TE,2023,12,15.1
T.Kelce,KC,TE,2023,13,12.1
T.Kelce,KC,TE,2023,14,14.3
T.Kelce,KC,TE,2023,15,7.800000000000001
T.Kelce,KC,TE,2023,16,9.4
T.Kelce,KC,TE,2023,17,4.6
T.Kelce,KC,TE,2023,19,14.100000000000001
T.Kelce,KC,TE,2023,20,24.5
T.Kelce,KC,TE,2023,21,29.1
T.Kelce,KC,TE,2023,22,18.3
L.Murray,BUF,RB,2023,1,2.7
L.Murray,BUF,RB,2023,2,11.1
L.Murray,BUF,RB,2023,3,9.1
L.Murray,BUF,RB,2023,4,7.6000000000000005
L.Murray,BUF,RB,2023,5,1.7000000000000002
L.Murray,BUF,RB,2023,6,4.5
L.Murray,BUF,RB,2023,7,4.800000000000001
L.Murray,BUF,RB,2023,8,2.1
L.Murray,BUF,RB,2023,9,2.0
L.Murray,BUF,RB,2023,10,14.9
L.Murray,BUF,RB,2023,11,3.5
L.Murray,BUF,RB,2023,12,7.800000000000001
L.Murray,BUF,RB,2023,14,4.0
L.Murray,BUF,RB,2023,15,7.1
L.Murray,BUF,RB,2023,17,0.0
L.Murray,BUF,RB,2023,19,3.3
L.Murray,BUF,RB,2023,20,5.7
M.Barkley,JAX,QB,2023,17,-0.30000000000000004
D.Hopkins,TEN,WR,2023,1,13.5
D.Hopkins,TEN,WR,2023,2,8.0
D.Hopkins,TEN,WR,2023,3,7.800000000000001
D.Hopkins,TEN,WR,2023,4,10.3
D.Hopkins,TEN,WR,2023,5,22.0
D.Hopkins,TEN,WR,2023,6,3.0
D.Hopkins,TEN,WR,2023,8,34.8
D.Hopkins,TEN,WR,2023,9,10.5
D.Hopkins,TEN,WR,2023,10,5.7
D.Hopkins,TEN,WR,2023,11,15.9
D.Hopkins,TEN,WR,2023,12,7.9
D.Hopkins,TEN,WR,2023,13,18.9
D.Hopkins,TEN,WR,2023,14,25.4
D.Hopkins,TEN,WR,2023,15,4.1
D.Hopkins,TEN,WR,2023,16,4.0
D.Hopkins,TEN,WR,2023,17,14.2
D.Hopkins,TEN,WR,2023,18,17.6
G.Smith,SEA,QB,2023,1,9.08
G.Smith,SEA,QB,2023,2,23.12
G.Smith,SEA,QB,2023,3,15.44
G.Smith,SEA,QB,2023,4,9.200000000000001
G.Smith,SEA,QB,2023,6,11.040000000000001
G.Smith,SEA,QB,2023,7,13.759999999999998
G.Smith,SEA,QB,2023,8,13.86
G.Smith,SEA,QB,2023,9,2.6800000000000006
G.Smith,SEA,QB,2023,10,24.06
G.Smith,SEA,QB,2023,11,13.22
G.Smith,SEA,QB,2023,12,7.300000000000001
G.Smith,SEA,QB,2023,13,29.96
G.Smith,SEA,QB,2023,16,17.279999999999998
G.Smith,SEA,QB,2023,17,16.9
G.Smith,SEA,QB,2023,18,20.36
C.Patterson,ATL,RB,2023,5,1.7000000000000002
C.Patterson,ATL,RB,2023,6,1.6
C.Patterson,ATL,RB,2023,7,5.6000000000000005
C.Patterson,ATL,RB,2023,8,0.7000000000000001
C.Patterson,ATL,RB,2023,9,1.3
C.Patterson,ATL,RB,2023,10,4.0
C.Patterson,ATL,RB,2023,12,4.3
C.Patterson,ATL,RB,2023,13,2.7
C.Patterson,ATL,RB,2023,14,0.7000000000000001
C.Patterson,ATL,RB,2023,15,7.0
C.Patterson,ATL,RB,2023,16,5.300000000000001
C.Patterson,ATL,RB,2023,18,2.0
W.Snead,SF,WR,2023,4,1.9
W.Snead,SF,WR,2023,16,1.5
D.Williams,ARI,RB,2023,6,5.4
D.Williams,ARI,RB,2023,7,0.2
D.Williams,ARI,RB,2023,8,1.9
K.Smith,ATL,FB,2023,5,3.8000000000000003
K.Smith,ATL,FB,2023,7,0.9
K.Smith,ATL,FB,2023,12,1.6
O.Beckham,BAL,WR,2023,1,5.7
O.Beckham,BAL,WR,2023,2,5.9
O.Beckham,BAL,WR,2023,5,3.3
O.Beckham,BAL,WR,2023,6,5.4
O.Beckham,BAL,WR,2023,7,9.9
O.Beckham,BAL,WR,2023,8,0.0
O.Beckham,BAL,WR,2023,9,14.600000000000001
O.Beckham,BAL,WR,2023,10,11.0
O.Beckham,BAL,WR,2023,11,15.600000000000001
O.Beckham,BAL,WR,2023,12,6.4
O.Beckham,BAL,WR,2023,14,19.700000000000003
O.Beckham,BAL,WR,2023,15,2.4000000000000004
O.Beckham,BAL,WR,2023,16,3.3
O.Beckham,BAL,WR,2023,17,4.300000000000001
O.Beckham,BAL,WR,2023,20,2.2
O.Beckham,BAL,WR,2023,21,5.2
B.Cooks,DAL,WR,2023,1,4.2
B.Cooks,DAL,WR,2023,3,3.7
B.Cooks,DAL,WR,2023,4,6.7
B.Cooks,DAL,WR,2023,5,2.3
B.Cooks,DAL,WR,2023,6,15.0
B.Cooks,DAL,WR,2023,8,14.2
B.Cooks,DAL,WR,2023,9,1.7000000000000002
B.Cooks,DAL,WR,2023,10,32.3
B.Cooks,DAL,WR,2023,11,7.2
B.Cooks,DAL,WR,2023,12,17.2
B.Cooks,DAL,WR,2023,13,16.5
B.Cooks,DAL,WR,2023,14,5.7
B.Cooks,DAL,WR,2023,15,3.0
B.Cooks,DAL,WR,2023,16,10.3
B.Cooks,DAL,WR,2023,17,17.0
B.Cooks,DAL,WR,2023,18,16.2
B.Cooks,DAL,WR,2023,19,11.3
T.Bridgewater,DET,QB,2023,5,-0.2
L.Thomas,WAS,TE,2023,1,8.3
L.Thomas,WAS,TE,2023,2,10.2
L.Thomas,WAS,TE,2023,4,7.3
L.Thomas,WAS,TE,2023,5,20.7
L.Thomas,WAS,TE,2023,6,1.2
L.Thomas,WAS,TE,2023,7,9.100000000000001
L.Thomas,WAS,TE,2023,8,16.4
L.Thomas,WAS,TE,2023,9,7.1
L.Thomas,WAS,TE,2023,10,9.0
L.Thomas,WAS,TE,2023,11,8.8
L.Thomas,WAS,TE,2023,12,3.5
L.Thomas,WAS,TE,2023,13,2.0
L.Thomas,WAS,TE,2023,15,1.7000000000000002
L.Thomas,WAS,TE,2023,16,14.6
L.Thomas,WAS,TE,2023,17,5.0
L.Thomas,WAS,TE,2023,18,1.9
D.Carr,NO,QB,2023,1,14.600000000000003
D.Carr,NO,QB,2023,2,6.720000000000001
D.Carr,NO,QB,2023,3,8.120000000000001
D.Carr,NO,QB,2023,4,3.1799999999999997
D.Carr,NO,QB,2023,5,15.72
D.Carr,NO,QB,2023,6,16.32
D.Carr,NO,QB,2023,7,17.439999999999998
D.Carr,NO,QB,2023,8,18.299999999999997
D.Carr,NO,QB,2023,9,16.74
D.Carr,NO,QB,2023,10,5.4
D.Carr,NO,QB,2023,12,10.86
D.Carr,NO,QB,2023,13,8.940000000000001
D.Carr,NO,QB,2023,14,10.76
D.Carr,NO,QB,2023,15,20.32
D.Carr,NO,QB,2023,16,24.959999999999997
D.Carr,NO,QB,2023,17,15.579999999999998
D.Carr,NO,QB,2023,18,27.160000000000004
A.McCarron,CIN,QB,2023,14,-0.04
A.McCarron,CIN,QB,2023,18,0.8
J.Garoppolo,LV,QB,2023,1,15.1
J.Garoppolo,LV,QB,2023,2,7.5
J.Garoppolo,LV,QB,2023,3,17.66
J.Garoppolo,LV,QB,2023,5,10.72
J.Garoppolo,LV,QB,2023,6,8.88
J.Garoppolo,LV,QB,2023,8,4.24
J.Garoppolo,LV,QB,2023,18,0.0
J.McKinnon,KC,RB,2023,1,2.0
J.McKinnon,KC,RB,2023,2,5.2
J.McKinnon,KC,RB,2023,3,17.8
J.McKinnon,KC,RB,2023,4,0.7000000000000001
J.McKinnon,KC,RB,2023,5,4.5
J.McKinnon,KC,RB,2023,6,5.0
J.McKinnon,KC,RB,2023,7,4.6
J.McKinnon,KC,RB,2023,8,1.8
J.McKinnon,KC,RB,2023,9,10.4
J.McKinnon,KC,RB,2023,11,3.5
J.McKinnon,KC,RB,2023,14,12.7
J.McKinnon,KC,RB,2023,15,16.16
J.McKinnon,KC,RB,2023,22,3.5
D.Adams,LV,WR,2023,1,12.600000000000001
D.Adams,LV,WR,2023,2,20.4
D.Adams,LV,WR,2023,3,42.2
D.Adams,LV,WR,2023,4,15.5
D.Adams,LV,WR,2023,5,8.5
D.Adams,LV,WR,2023,6,4.9
D.Adams,LV,WR,2023,7,12.7
D.Adams,LV,WR,2023,8,2.1
D.Adams,LV,WR,2023,9,7.4
D.Adams,LV,WR,2023,10,14.6
D.Adams,LV,WR,2023,11,21.200000000000003
D.Adams,LV,WR,2023,12,12.3
D.Adams,LV,WR,2023,14,12.3
D.Adams,LV,WR,2023,15,24.1
D.Adams,LV,WR,2023,16,1.4
D.Adams,LV,WR,2023,17,37.6
D.Adams,LV,WR,2023,18,15.600000000000001
M.Evans,TB,WR,2023,1,18.6
M.Evans,TB,WR,2023,2,29.1
M.Evans,TB,WR,2023,3,17.0
M.Evans,TB,WR,2023,4,7.0
M.Evans,TB,WR,2023,6,8.9
M.Evans,TB,WR,2023,7,20.200000000000003
M.Evans,TB,WR,2023,8,12.9
M.Evans,TB,WR,2023,9,12.700000000000001
M.Evans,TB,WR,2023,10,26.3
M.Evans,TB,WR,2023,11,15.3
M.Evans,TB,WR,2023,12,25.0
M.Evans,TB,WR,2023,13,29.2
M.Evans,TB,WR,2023,14,1.8
M.Evans,TB,WR,2023,15,15.7
M.Evans,TB,WR,2023,16,27.6
M.Evans,TB,WR,2023,17,10.0
M.Evans,TB,WR,2023,18,5.2
M.Evans,TB,WR,2023,19,7.800000000000001
M.Evans,TB,WR,2023,20,28.700000000000003
A.Robinson,PIT,WR,2023,1,11.4
A.Robinson,PIT,WR,2023,2,3.2
A.Robinson,PIT,WR,2023,3,6.4
A.Robinson,PIT,WR,2023,4,1.8
A.Robinson,PIT,WR,2023,5,7.9
A.Robinson,PIT,WR,2023,7,1.7000000000000002
A.Robinson,PIT,WR,2023,8,0.0
A.Robinson,PIT,WR,2023,9,2.0
A.Robinson,PIT,WR,2023,11,5.0
A.Robinson,PIT,WR,2023,12,2.1
A.Robinson,PIT,WR,2023,13,4.9
A.Robinson,PIT,WR,2023,14,3.1
A.Robinson,PIT,WR,2023,15,4.9
A.Robinson,PIT,WR,2023,16,7.6
A.Robinson,PIT,WR,2023,18,0.0
A.Robinson,PIT,WR,2023,19,3.2
C.Manhertz,DEN,TE,2023,3,0.0
C.Manhertz,DEN,TE,2023,4,2.0
C.Manhertz,DEN,TE,2023,6,0.0
C.Manhertz,DEN,TE,2023,10,1.6
J.Winston,NO,QB,2023,3,4.04
J.Winston,NO,QB,2023,4,-2.0
J.Winston,NO,QB,2023,5,-0.4
J.Winston,NO,QB,2023,10,8.879999999999999
J.Winston,NO,QB,2023,13,1.6400000000000001
J.Winston,NO,QB,2023,14,-0.2
A.Cooper,CLE,WR,2023,1,6.7
A.Cooper,CLE,WR,2023,2,16.0
A.Cooper,CLE,WR,2023,3,24.6
A.Cooper,CLE,WR,2023,4,2.6
A.Cooper,CLE,WR,2023,6,14.8
A.Cooper,CLE,WR,2023,7,4.2
A.Cooper,CLE,WR,2023,8,14.9
A.Cooper,CLE,WR,2023,9,24.9
A.Cooper,CLE,WR,2023,10,15.8
A.Cooper,CLE,WR,2023,11,7.4
A.Cooper,CLE,WR,2023,12,3.6
A.Cooper,CLE,WR,2023,13,6.4
A.Cooper,CLE,WR,2023,14,12.7
A.Cooper,CLE,WR,2023,15,20.9
A.Cooper,CLE,WR,2023,16,51.5
A.Cooper,CLE,WR,2023,19,9.9
D.Parker,NE,WR,2023,2,11.7
D.Parker,NE,WR,2023,3,3.9000000000000004
D.Parker,NE,WR,2023,4,5.300000000000001
D.Parker,NE,WR,2023,5,4.0
D.Parker,NE,WR,2023,6,1.7000000000000002
D.Parker,NE,WR,2023,7,1.8
D.Parker,NE,WR,2023,8,2.4000000000000004
D.Parker,NE,WR,2023,12,7.2
D.Parker,NE,WR,2023,13,10.4
D.Parker,NE,WR,2023,15,9.4
D.Parker,NE,WR,2023,16,10.5
D.Parker,NE,WR,2023,17,2.5
D.Parker,NE,WR,2023,18,1.6
N.Agholor,BAL,WR,2023,2,17.3
N.Agholor,BAL,WR,2023,3,7.9
N.Agholor,BAL,WR,2023,4,1.4
N.Agholor,BAL,WR,2023,5,10.4
N.Agholor,BAL,WR,2023,6,6.0
N.Agholor,BAL,WR,2023,7,8.2
N.Agholor,BAL,WR,2023,8,0.0
N.Agholor,BAL,WR,2023,9,1.2
N.Agholor,BAL,WR,2023,10,0.0
N.Agholor,BAL,WR,2023,11,10.7
N.Agholor,BAL,WR,2023,12,3.1
N.Agholor,BAL,WR,2023,14,8.2
N.Agholor,BAL,WR,2023,15,0.0
N.Agholor,BAL,WR,2023,16,10.0
N.Agholor,BAL,WR,2023,17,3.8
N.Agholor,BAL,WR,2023,18,8.9
N.Agholor,BAL,WR,2023,20,9.2
N.Agholor,BAL,WR,2023,21,4.9
M.Pruitt,ATL,TE,2023,3,2.0
M.Pruitt,ATL,TE,2023,4,0.0
M.Pruitt,ATL,TE,2023,5,3.2
M.Pruitt,ATL,TE,2023,6,1.9
M.Pruitt,ATL,TE,2023,8,1.3
M.Pruitt,ATL,TE,2023,13,9.0
M.Pruitt,ATL,TE,2023,14,3.5
M.Pruitt,ATL,TE,2023,17,2.4000000000000004
M.Pruitt,ATL,TE,2023,18,2.7
S.Diggs,BUF,WR,2023,1,26.200000000000003
S.Diggs,BUF,WR,2023,2,13.600000000000001
S.Diggs,BUF,WR,2023,3,19.1
S.Diggs,BUF,WR,2023,4,36.0
S.Diggs,BUF,WR,2023,5,24.1
S.Diggs,BUF,WR,2023,6,20.0
S.Diggs,BUF,WR,2023,7,17.8
S.Diggs,BUF,WR,2023,8,16.0
S.Diggs,BUF,WR,2023,9,22.6
S.Diggs,BUF,WR,2023,10,6.4
S.Diggs,BUF,WR,2023,11,6.7
S.Diggs,BUF,WR,2023,12,19.4
S.Diggs,BUF,WR,2023,14,6.4
S.Diggs,BUF,WR,2023,15,8.8
S.Diggs,BUF,WR,2023,16,7.9
S.Diggs,BUF,WR,2023,17,7.1
S.Diggs,BUF,WR,2023,18,15.700000000000001
S.Diggs,BUF,WR,2023,19,12.2
S.Diggs,BUF,WR,2023,20,5.800000000000001
M.Burton,DEN,FB,2023,1,1.3
M.Burton,DEN,FB,2023,2,0.30000000000000004
M.Burton,DEN,FB,2023,5,2.0
M.Burton,DEN,FB,2023,6,0.2
M.Burton,DEN,FB,2023,7,-0.2
M.Burton,DEN,FB,2023,13,0.4
M.Burton,DEN,FB,2023,14,1.3
M.Burton,DEN,FB,2023,16,1.4
D.Waller,NYG,TE,2023,1,6.6
D.Waller,NYG,TE,2023,2,13.600000000000001
D.Waller,NYG,TE,2023,3,5.0
D.Waller,NYG,TE,2023,4,5.1
D.Waller,NYG,TE,2023,5,16.6
D.Waller,NYG,TE,2023,6,9.3
D.Waller,NYG,TE,2023,7,22.8
D.Waller,NYG,TE,2023,8,1.4
D.Waller,NYG,TE,2023,15,8.0
D.Waller,NYG,TE,2023,16,5.2
D.Waller,NYG,TE,2023,17,10.100000000000001
D.Waller,NYG,TE,2023,18,9.5
R.Mostert,MIA,RB,2023,1,13.0
R.Mostert,MIA,RB,2023,2,25.700000000000003
R.Mostert,MIA,RB,2023,3,45.2
R.Mostert,MIA,RB,2023,4,5.5
R.Mostert,MIA,RB,2023,5,15.8
R.Mostert,MIA,RB,2023,6,34.2
R.Mostert,MIA,RB,2023,7,6.1000000000000005
R.Mostert,MIA,RB,2023,8,10.600000000000001
R.Mostert,MIA,RB,2023,9,14.5
R.Mostert,MIA,RB,2023,11,10.3
R.Mostert,MIA,RB,2023,12,21.4
R.Mostert,MIA,RB,2023,13,12.100000000000001
R.Mostert,MIA,RB,2023,14,23.0
R.Mostert,MIA,RB,2023,15,18.3
R.Mostert,MIA,RB,2023,16,12.0
R.Mostert,MIA,RB,2023,19,4.0
D.Carter,LV,WR,2023,1,1.5
D.Carter,LV,WR,2023,2,0.0
D.Carter,LV,WR,2023,3,2.6
D.Carter,LV,WR,2023,5,0.30000000000000004
D.Carter,LV,WR,2023,6,0.0
D.Carter,LV,WR,2023,9,2.5
D.Carter,LV,WR,2023,10,1.5
D.Carter,LV,WR,2023,18,1.3
T.Heinicke,ATL,QB,2023,8,12.4
T.Heinicke,ATL,QB,2023,9,14.72
T.Heinicke,ATL,QB,2023,10,9.600000000000001
T.Heinicke,ATL,QB,2023,16,14.16
T.Heinicke,ATL,QB,2023,17,15.120000000000001
D.Byrd,ATL,WR,2023,9,0.0
J.Crowder,WAS,WR,2023,5,4.1
J.Crowder,WAS,WR,2023,8,22.5
J.Crowder,WAS,WR,2023,9,6.300000000000001
J.Crowder,WAS,WR,2023,10,0.0
J.Crowder,WAS,WR,2023,11,3.2
J.Crowder,WAS,WR,2023,16,0.0
J.Crowder,WAS,WR,2023,18,1.8
B.Bell,KC,TE,2023,1,9.2
B.Bell,KC,TE,2023,7,-0.2999999999999998
B.Bell,KC,TE,2023,8,0.0
B.Bell,KC,TE,2023,15,0.0
B.Bell,KC,TE,2023,16,1.4
B.Bell,KC,TE,2023,18,1.3
A.Abdullah,LV,RB,2023,1,0.0
A.Abdullah,LV,RB,2023,2,1.5
A.Abdullah,LV,RB,2023,3,3.6
A.Abdullah,LV,RB,2023,4,3.4000000000000004
A.Abdullah,LV,RB,2023,5,2.5
A.Abdullah,LV,RB,2023,6,0.0
A.Abdullah,LV,RB,2023,8,2.9000000000000004
A.Abdullah,LV,RB,2023,9,4.5
A.Abdullah,LV,RB,2023,10,1.4
A.Abdullah,LV,RB,2023,11,1.4
A.Abdullah,LV,RB,2023,12,2.3
A.Abdullah,LV,RB,2023,14,3.9000000000000004
A.Abdullah,LV,RB,2023,15,6.5
A.Abdullah,LV,RB,2023,16,2.2
A.Abdullah,LV,RB,2023,17,3.2
A.Abdullah,LV,RB,2023,18,1.7000000000000002
C.Conley,SF,WR,2023,18,9.9
C.Conley,SF,WR,2023,20,2.7
C.Conley,SF,WR,2023,22,2.8
C.Uzomah,NYJ,TE,2023,3,1.9
C.Uzomah,NYJ,TE,2023,4,7.1
C.Uzomah,NYJ,TE,2023,5,3.2
C.Uzomah,NYJ,TE,2023,6,0.0
C.Uzomah,NYJ,TE,2023,8,2.9000000000000004
C.Uzomah,NYJ,TE,2023,9,3.1
C.Uzomah,NYJ,TE,2023,10,1.6
G.Swaim,ARI,TE,2023,4,0.0
G.Swaim,ARI,TE,2023,5,4.2
G.Swaim,ARI,TE,2023,7,1.8
